fertilizer_input_id,result_id,result_id_parent,fertilizer_input_uid,entity_system_id,fertilizer_type,n_ammonium,n_nitrate,n_urea,n_total,p_content,uom_p,k_content,uom_k,total_ingredients,application_rate,uom_application_rate,fertilizer_unit,application_method,manufactured_in,fa_name,country,business_name,date_created,date_synched,data_versioning,last_modified_by,last_updated,entity_id
900,1470157558592658618,1470157558591906404,Xbh56R9unTa,CA0422034,Broiler/Turkey litter - 3% N,,,,,,,,,,10000.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:12,2024-11-20 16:32:12,,YEN NGUYEN,2025-01-09 08:40:08,73
901,1470157558592658471,1470157558591906404,Bz7LL9e4id5,CA0422034,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1471.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:11,2024-12-05 01:37:21,0.4,YEN NGUYEN,2025-01-09 08:40:08,73
902,1470157558592657532,1470157558591906404,GY4YnDz9IOQ,CA0422034,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,735.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:10,2024-11-20 16:32:10,,YEN NGUYEN,2025-01-09 08:40:08,73
903,1470157558592657059,1470157558591906404,cks4QWUZR4o,CA0422034,Compose your own NPK,0.0,0.0,20.0,20.0,5.0,p2o5,5.0,K2O,30.0,441.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:09,2024-11-20 16:32:09,,YEN NGUYEN,2025-01-09 08:40:08,73
904,1470157558592691165,1470157558591962442,s24WVRm7qnP,CA1023010,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,10.0,K2O,50.0,175.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 17:03:02,2024-12-05 02:40:27,0.3,YEN NGUYEN,2025-01-09 08:39:46,207
905,1470157558592690705,1470157558591962442,bSwDVO77IPK,CA1023010,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 17:02:45,2024-12-05 02:40:10,0.3,YEN NGUYEN,2025-01-09 08:39:46,207
906,1470157558592690475,1470157558591962442,UMMt195Ina8,CA1023010,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,250.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 17:02:37,2024-12-05 02:40:02,0.3,YEN NGUYEN,2025-01-09 08:39:46,207
907,1470157558589727230,1470157558588976067,vidQOgi8PKj,DL0122098,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,490.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:40,2024-11-18 17:18:40,,YEN NGUYEN,2025-01-09 08:39:12,122
908,1470157558589727837,1470157558588976067,cmtFEtte5rY,DL0122098,Pig manure - 0.7% N,,,,,,,,,,19608.0,kg / ha,product,Apply in solution,,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:42,2024-12-02 07:17:18,1.0,YEN NGUYEN,2025-01-09 08:39:12,122
909,1470157558589600042,1470157558589147658,aCOIRAxu3kn,DL0122105,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,179.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 15:47:09,2024-11-22 05:09:35,9.0,YEN NGUYEN,2025-01-09 08:38:29,172
910,1470157558589599656,1470157558589147658,LO3U2Fiz1c0,DL0122105,Ammonium sulphate - 21% N,,,,,,,,,,357.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 15:46:53,2024-11-18 15:46:53,,YEN NGUYEN,2025-01-09 08:38:29,172
911,1470157558589599500,1470157558589147658,gWGgAxwWnJV,DL0122105,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,714.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 15:46:47,2024-11-18 15:46:47,,YEN NGUYEN,2025-01-09 08:38:29,172
912,1470157558593109509,1470157558593108135,HUdSrYx2kGs,DL0722119,Compost (zero emissions) - 1% N,,,,,,,,,,2105.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:51,2024-11-20 23:08:51,,YEN NGUYEN,2025-01-09 08:39:29,292
913,1470157558593108902,1470157558593108135,VdsUWz2Fnzl,DL0722119,Compost (zero emissions) - 1% N,,,,,,,,,,2105.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:50,2024-11-20 23:08:50,,YEN NGUYEN,2025-01-09 08:39:29,292
914,1470157558593108525,1470157558593108135,y8Avhz9Ocwu,DL0722119,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,526.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:49,2024-11-20 23:08:49,,YEN NGUYEN,2025-01-09 08:39:29,292
915,1470157558593162603,1470157558592200560,ErGaUXM5K8b,CA1023096,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:04:16,2024-12-03 02:08:28,0.1,YEN NGUYEN,2025-01-09 08:39:20,200
916,1470157558593162373,1470157558592200560,pJIo15mmkGM,CA1023096,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:04:16,2024-11-21 00:04:16,,YEN NGUYEN,2025-01-09 08:39:20,200
917,1470157558593161913,1470157558592200560,PbaPzH1Dgfm,CA1023096,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:04:15,2024-12-03 02:08:27,0.1,YEN NGUYEN,2025-01-09 08:39:20,200
918,1470157558590987603,1470157558590388463,omnvnMOEaD7,DL0522036,Compose your own NPK,0.0,0.0,20.0,20.0,5.0,p2o5,5.0,K2O,30.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 16:19:00,2024-11-19 16:19:00,,YEN NGUYEN,2025-01-09 08:39:55,12
919,1470157558590988673,1470157558590388463,ofgkvY0tTdN,DL0522036,Compost (zero emissions) - 1% N,,,,,,,,,,750.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 16:19:02,2024-11-19 16:19:02,,YEN NGUYEN,2025-01-09 08:39:55,12
920,1470157558593183644,1470157558590499343,mwNwUDjYnUr,DL0722003,Compose your own NPK,0.0,0.0,10.0,10.0,10.0,p2o5,10.0,K2O,30.0,313.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:35:51,2024-12-03 02:18:39,0.1,YEN NGUYEN,2025-01-09 08:39:33,13
921,1470157558593183987,1470157558590499343,nA1uvAQ8dFe,DL0722003,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,550.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:35:59,2024-11-21 00:35:59,,YEN NGUYEN,2025-01-09 08:39:33,13
922,1470157558593187063,1470157558590499343,fsrRWgPSLwU,DL0722003,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,10.0,K2O,50.0,550.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:36:16,2024-11-21 00:36:16,,YEN NGUYEN,2025-01-09 08:39:33,13
923,1470157558593187210,1470157558590499343,FHv9BFOskl1,DL0722003,Compost (zero emissions) - 1% N,,,,,,,,,,1000.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:36:23,2024-11-21 00:36:23,,YEN NGUYEN,2025-01-09 08:39:33,13
924,1470157558590927625,1470157558590440860,dRsxItmKDKK,DL0722010,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,571.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:49,2024-12-02 11:28:44,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
925,1470157558590927855,1470157558590440860,YW0AS35Nb5Y,DL0722010,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,5.0,K2O,45.0,952.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:49,2024-12-02 11:28:35,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
926,1470157558590928085,1470157558590440860,fndZ5Ai4Xwf,DL0722010,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,1143.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:50,2024-12-02 11:28:53,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
927,1470157558590928315,1470157558590440860,w43lUj2eJiY,DL0722010,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,1238.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:50,2024-12-02 11:29:01,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
928,1470157558590928609,1470157558590440860,ZlitiEczRl9,DL0722010,Broiler/Turkey litter - 3% N,,,,,,,,,,5714.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:51,2024-12-02 11:29:08,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
929,1470157558590928839,1470157558590440860,krTerADtUaP,DL0722010,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,952.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 15:46:51,2024-12-02 11:29:17,0.2,YEN NGUYEN,2025-01-09 08:40:12,223
930,1470002575938249020,1470002575938247972,xiVHvThu0lL,L-10004-75-10-0617-205,Broiler/Turkey litter - 3% N,,,,,,,,,,750.0,kg / ha,product,Broadcast,,HAI LE,Vietnam,Nescafe,2024-07-10 16:20:24,2024-10-18 12:16:03,1.0,HAI LE,2024-11-29 06:28:12,302
931,1470002575938248875,1470002575938247972,AqYDr3qVTBw,L-10004-75-10-0617-205,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,150.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-10 16:20:24,2024-11-18 06:06:11,1.0,HAI LE,2024-11-29 06:28:12,302
932,1470002575938248721,1470002575938247972,fkUt0ZYkGtO,L-10004-75-10-0617-205,Urea - 46% N,,,,,,,,,,150.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-10 16:20:23,2024-11-18 06:05:54,1.0,HAI LE,2024-11-29 06:28:12,302
933,1470002575938248567,1470002575938247972,hX978ugj5re,L-10004-75-10-0617-205,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1000.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-10 16:20:23,2024-11-18 06:06:03,1.0,HAI LE,2024-11-29 06:28:12,302
934,1470002575938248339,1470002575938247972,Xg0ppjOxD1m,L-10004-75-10-0617-205,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,300.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-10 16:20:22,2024-11-18 06:05:47,1.0,HAI LE,2024-11-29 06:28:12,302
935,1470002575936804968,1470002575936804447,SHPZR73lwtr,L-10004-75-10-0617-983,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,318.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-09 12:42:59,2024-07-09 12:43:45,,HAI LE,2024-11-29 06:15:34,285
936,1470002575936804740,1470002575936804447,BjBfMMvyOxS,L-10004-75-10-0617-983,Ammonium sulphate - 21% N,,,,,,,,,,272.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-09 12:42:50,2024-07-09 12:43:37,,HAI LE,2024-11-29 06:15:34,285
937,1470002575936666159,1470002575936665777,BCkUzmlyZy4,L-10004-75-10-0617-1506,Urea - 46% N,,,,,,,,,,178.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-09 09:18:50,2024-10-18 02:58:51,1.0,HAI LE,2024-11-29 06:19:58,69
938,1470002575936666532,1470002575936665777,T8V56KsN4YX,L-10004-75-10-0617-1506,Compose your own NPK,0.0,30.0,0.0,30.0,10.0,p2o5,10.0,K2O,50.0,392.0,kg / ha,product,Broadcast,Europe 2014,HAI LE,Vietnam,Nescafe,2024-07-09 09:18:51,2024-10-18 02:59:23,1.0,HAI LE,2024-11-29 06:19:58,69
939,1470002575936666760,1470002575936665777,O9vSvWHSSiZ,L-10004-75-10-0617-1506,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,16.0,K2O,48.0,392.0,kg / ha,product,Broadcast,Europe 2014,HAI LE,Vietnam,Nescafe,2024-07-09 09:18:51,2024-10-18 02:59:15,1.0,HAI LE,2024-11-29 06:19:58,69
940,1470002575938931528,1470002575938939665,JBvtQkVDAFq,L-10004-75-10-0617-1834,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,16.0,K2O,40.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-11 03:43:17,2024-10-18 07:13:58,1.0,HAI LE,2024-11-29 06:20:19,158
941,1470002575938885459,1470002575938939665,JRgQUGHJQPZ,L-10004-75-10-0617-1834,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,357.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-11 03:37:27,2024-10-18 07:13:34,1.0,HAI LE,2024-11-29 06:20:19,158
942,1470002575934466447,1470002575934466219,I3DQPfaXIVm,L-10004-75-10-0617-1880,Compose your own NPK,0.0,23.0,0.0,23.0,15.0,p2o5,5.0,K2O,43.0,270.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-07 21:25:43,2024-07-07 21:25:43,,HAI LE,2024-11-29 06:34:46,136
943,1470002575934466675,1470002575934466219,Q7W6GE3imk9,L-10004-75-10-0617-1880,Compose your own NPK,0.0,20.0,0.0,20.0,20.0,p2o5,15.0,K2O,55.0,500.0,kg / ha,product,Broadcast,Europe 2014,HAI LE,Vietnam,Nescafe,2024-07-07 21:25:43,2024-07-07 21:25:43,,HAI LE,2024-11-29 06:34:46,136
944,1470002575934467048,1470002575934466219,agb8gfGCtuk,L-10004-75-10-0617-1880,Cattle manure - 0.6% N,,,,,,,,,,7700.0,kg / ha,product,Broadcast,,HAI LE,Vietnam,Nescafe,2024-07-07 21:25:44,2024-10-22 09:58:52,1.0,HAI LE,2024-11-29 06:34:46,136
945,1470002575936638595,1470002575936638083,iYmyPkpyAda,L-10004-75-10-0617-2055,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,390.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-09 08:29:20,2024-07-09 08:29:20,,HAI LE,2024-11-29 06:13:18,159
946,1470002575936638367,1470002575936638083,bdjgV8PvTlr,L-10004-75-10-0617-2055,Cattle manure - 0.6% N,,,,,,,,,,17000.0,kg / ha,product,Incorporate,,HAI LE,Vietnam,Nescafe,2024-07-09 08:29:20,2024-07-09 08:29:20,,HAI LE,2024-11-29 06:13:18,159
947,1470002575935805455,1470002575935804771,p8H8tN9vylw,L-10004-75-10-0617-3248,Compose your own NPK,0.0,20.0,0.0,20.0,15.0,p2o5,15.0,K2O,50.0,483.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-08 22:28:40,2024-10-18 07:52:03,1.0,HAI LE,2024-11-29 06:20:52,203
948,1470002575932576270,1470002575932188929,h9bMJUQL82M,L-10004-75-11-1217-4469,Compose your own NPK,0.0,18.0,0.0,18.0,46.0,p2o5,0.0,K2O,64.0,188.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:10,2024-11-13 08:43:42,1.0,HUY NGUYEN,2024-11-29 06:27:39,59
949,1470002575932576116,1470002575932188929,Xagj3agBWpX,L-10004-75-11-1217-4469,Compose your own NPK,0.0,16.0,0.0,16.0,6.0,p2o5,18.0,K2O,40.0,750.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:09,2024-07-05 16:00:09,,HUY NGUYEN,2024-11-29 06:27:39,59
950,1470002575932575888,1470002575932188929,SBQQFCEviBH,L-10004-75-11-1217-4469,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,750.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:09,2024-07-05 16:00:09,,HUY NGUYEN,2024-11-29 06:27:39,59
951,1470002575934571860,1470002575934570245,F0HjsKwgp3e,L-10004-75-11-1217-4482,Compost (zero emissions) - 1% N,,,,,,,,,,1304.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 03:23:18,2024-10-21 03:45:49,1.0,HUY NGUYEN,2024-11-29 06:18:12,198
952,1470002575934571495,1470002575934570245,XeqoEnxpYgF,L-10004-75-11-1217-4482,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,253.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 03:23:17,2024-11-18 06:24:37,1.0,HUY NGUYEN,2024-11-29 06:18:12,198
953,1470002575934571349,1470002575934570245,r5wbv3ycurq,L-10004-75-11-1217-4482,Urea - 46% N,,,,,,,,,,125.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 03:23:17,2024-10-21 03:45:49,1.0,HUY NGUYEN,2024-11-29 06:18:12,198
954,1470002575934571203,1470002575934570245,gL0BXTcR6Mp,L-10004-75-11-1217-4482,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,253.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 03:23:17,2024-11-18 06:24:38,1.0,HUY NGUYEN,2024-11-29 06:18:12,198
955,1470002575934570911,1470002575934570245,sWa7WtAeOdB,L-10004-75-11-1217-4482,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,125.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 03:23:16,2024-11-18 06:24:37,1.0,HUY NGUYEN,2024-11-29 06:18:12,198
956,1470002575931356886,1470002575931356202,ouzerOl0DtC,DL-CM-QP-1425,Compose your own NPK,0.0,0.0,17.0,17.0,17.0,p2o5,17.0,K2O,51.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 14:58:27,2024-07-04 14:58:27,,YEN NGUYEN,2024-12-02 13:07:42,229
957,1470002575931356430,1470002575931356202,hEdR3AN7cNw,DL-CM-QP-1425,Compose your own NPK,0.0,0.0,22.0,22.0,5.0,p2o5,5.0,K2O,32.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 14:58:26,2024-07-04 14:58:26,,YEN NGUYEN,2024-12-02 13:07:42,229
958,1470002575931216606,1470002575931215917,HTIbqMMUEcd,DL-CM-QH-1686,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 12:31:40,2024-11-12 07:44:16,1.0,YEN NGUYEN,2024-11-29 06:32:21,106
959,1470002575931101462,1470002575931100699,nHPoM4vkZIv,10004-75-12-96,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,600.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 09:30:26,2024-11-13 09:02:43,1.0,YEN NGUYEN,2024-11-29 06:17:03,97
960,1470002575931101234,1470002575931100699,CGSoekJk4WH,10004-75-12-96,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,16.0,K2O,48.0,600.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 09:30:26,2024-11-13 09:02:34,1.0,YEN NGUYEN,2024-11-29 06:17:03,97
961,1470002575931101006,1470002575931100699,eVnXVc84033,10004-75-12-96,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,600.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 09:30:25,2024-11-13 09:01:56,1.0,YEN NGUYEN,2024-11-29 06:17:03,97
962,1470002575929658882,1469986569867522635,IxR87mZmZaK,DL-CM-CM-4434,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,769.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-03 04:16:31,2024-10-18 10:37:13,1.0,HAI LE,2024-11-29 06:27:51,202
963,1470002575929658174,1469986569867522635,gYMOcC3ldSz,DL-CM-CM-4434,Cattle manure - 0.6% N,,,,,,,,,,21538.0,kg / ha,product,Broadcast,,HAI LE,Vietnam,Nescafe,2024-07-03 04:16:30,2024-10-18 10:37:12,1.0,HAI LE,2024-11-29 06:27:51,202
964,1470157558590301956,1470157558589159223,IhqhAd2nXd0,DL0322009,Cattle manure - 0.6% N,,,,,,,,,,3158.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:41,2024-12-03 02:44:45,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
965,1470157558590302645,1470157558589159223,RzfurXlzeLZ,DL0322009,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,526.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:43,2024-12-03 02:44:47,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
966,1470157558590302801,1470157558589159223,rDkQ8DOuJLg,DL0322009,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,7.0,K2O,7.0,368.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:43,2024-12-03 02:44:47,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
967,1470157558590303343,1470157558589159223,Lb1LnofBJC0,DL0322009,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:44,2024-12-03 02:44:48,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
968,1470157558590858145,1470157558590515407,abRo2Lu9RPP,DL0722101,Urea - 46% N,,,,,,,,,,250.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:37:41,2024-12-02 09:57:36,0.3,QUYNH TRAN,2025-01-09 08:39:50,316
969,1470157558590859829,1470157558590515407,ZHubnr54zIf,DL0722101,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:37:56,2024-11-19 14:37:56,,QUYNH TRAN,2025-01-09 08:39:50,316
970,1470157558590860144,1470157558590515407,xbPPkX831nY,DL0722101,Compose your own NPK,18.0,0.0,0.0,18.0,18.0,p2o5,6.0,K2O,42.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:38:04,2024-11-19 14:38:04,,QUYNH TRAN,2025-01-09 08:39:50,316
971,1470002575935313823,1470002575935313130,EJY2JrIoOFw,L-10004-75-10-0617-085,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1111.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 14:44:54,2024-11-08 07:07:54,1.0,YEN NGUYEN,2024-11-29 06:27:59,88
972,1470002575935313363,1470002575935313130,wnriaYeQeDx,L-10004-75-10-0617-085,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,694.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 14:44:53,2024-07-08 14:44:53,,YEN NGUYEN,2024-11-29 06:27:59,88
973,1470002575940110764,1470002575940109773,gPcXk93u3PR,L-10004-75-10-0617-772,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-12 03:22:15,2024-07-12 03:22:15,,YEN NGUYEN,2024-11-29 06:16:51,329
974,1470002575940110536,1470002575940109773,tRoreL5wG54,L-10004-75-10-0617-772,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,450.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-12 03:22:06,2024-07-12 03:22:06,,YEN NGUYEN,2024-11-29 06:16:51,329
975,1470002575935451331,1470002575935449429,tvSdx6kSstQ,L-10004-75-10-0617-775,Compose your own NPK,0.0,0.0,15.0,15.0,5.0,p2o5,20.0,K2O,40.0,700.0,kg / ha,product,Incorporate,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 17:10:45,2024-07-08 17:10:45,,YEN NGUYEN,2024-11-29 06:21:50,41
