fertilizer_input_id,result_id,result_id_parent,fertilizer_input_uid,entity_system_id,fertilizer_type,n_ammonium,n_nitrate,n_urea,n_total,p_content,uom_p,k_content,uom_k,total_ingredients,application_rate,uom_application_rate,fertilizer_unit,application_method,manufactured_in,fa_name,country,business_name,date_created,date_synched,data_versioning,last_modified_by,last_updated,entity_id
396,1470002575939433447,1470002575937712139,uxwWi0dqkpM,L-10004-75-10-0617-811,Cattle manure - 0.6% N,,,,,,,,,,8182.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-07-11 15:50:54,2024-07-11 15:50:54,,QUYNH TRAN,2024-11-29 06:32:29,38
397,1470002575939432255,1470002575937712139,O6rn1FgKRLH,L-10004-75-10-0617-811,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,1136.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-11 15:50:41,2024-11-12 08:42:57,1.0,QUYNH TRAN,2024-11-29 06:32:29,38
398,1470002575939431669,1470002575937712139,TFOwjA76X1P,L-10004-75-10-0617-811,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,1136.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-11 15:50:25,2024-07-11 15:50:25,,QUYNH TRAN,2024-11-29 06:32:29,38
399,1470002575939290603,1470002575937761308,AR7UYCMNj9U,L-10004-75-10-0617-3619,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,375.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-11 13:42:12,2024-10-17 09:19:11,1.0,QUYNH TRAN,2024-11-29 06:11:19,252
400,1470002575936969435,1470002575936457697,nnkBupi7LL8,L-10004-75-10-0617-2397,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,882.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-09 15:55:49,2024-10-22 09:05:26,1.0,QUYNH TRAN,2024-11-29 06:15:05,87
401,1470002575936970119,1470002575936457697,PrZWh2m5X5B,L-10004-75-10-0617-2397,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,1176.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-09 15:55:50,2024-11-08 07:15:21,1.0,QUYNH TRAN,2024-11-29 06:15:05,87
402,1470002575936970273,1470002575936457697,nAvO4evsNY3,L-10004-75-10-0617-2397,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1765.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-09 15:55:50,2024-11-08 07:21:25,1.0,QUYNH TRAN,2024-11-29 06:15:05,87
403,1470002575936970427,1470002575936457697,zOAo2peq1Hp,L-10004-75-10-0617-2397,Compost (non-fully aerated production) - 1% N,,,,,,,,,,1383.0,kg / ha,product,Broadcast,World,QUYNH TRAN,Vietnam,Nescafe,2024-07-09 15:55:51,2024-10-22 09:05:56,1.0,QUYNH TRAN,2024-11-29 06:15:05,87
404,1470002575933513412,1470002575933512583,Q16hFkcHa3l,L-10004-75-10-0617-3602,Cattle manure - 0.6% N,,,,,,,,,,1250.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 13:06:28,2024-10-22 07:45:49,1.0,QUYNH TRAN,2024-11-29 06:15:13,25
405,1470002575933513267,1470002575933512583,gQPnqCf3j5d,L-10004-75-10-0617-3602,Compose your own NPK,0.0,19.0,0.0,19.0,9.0,p2o5,19.0,K2O,47.0,188.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 13:06:27,2024-10-22 07:45:48,1.0,QUYNH TRAN,2024-11-29 06:15:13,25
406,1470002575933512811,1470002575933512583,iKgEqbnhaDl,L-10004-75-10-0617-3602,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,188.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 13:06:27,2024-10-22 07:45:49,1.0,QUYNH TRAN,2024-11-29 06:15:13,25
407,1470002575933564555,1470002575933384287,EErwSqBtckU,L-10004-75-10-0617-2994,Compose your own NPK,0.0,15.0,0.0,15.0,15.0,p2o5,15.0,K2O,45.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 14:56:34,2024-10-22 07:18:18,1.0,QUYNH TRAN,2024-11-29 06:15:29,297
408,1470002575933564099,1470002575933384287,R4rWqvFoOyu,L-10004-75-10-0617-2994,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 14:56:33,2024-10-22 07:18:16,1.0,QUYNH TRAN,2024-11-29 06:15:29,297
409,1470002575933563871,1470002575933384287,fPD5xaZp3Jc,L-10004-75-10-0617-2994,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 14:56:33,2024-10-22 07:18:17,1.0,QUYNH TRAN,2024-11-29 06:15:29,297
410,1470002575934715506,1470002575933856735,GZYpS9RXygi,L-10004-75-10-0617-3045,Cattle manure - 0.6% N,,,,,,,,,,10000.0,kg / ha,product,Apply in solution,,QUYNH TRAN,Vietnam,Nescafe,2024-07-08 05:32:30,2024-11-08 07:30:46,1.0,QUYNH TRAN,2024-11-29 06:26:28,331
411,1470002575934714925,1470002575933856735,fNvTbfbbozr,L-10004-75-10-0617-3045,Compose your own NPK,0.0,10.0,0.0,10.0,10.0,p2o5,20.0,K2O,40.0,313.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-08 05:32:23,2024-10-18 12:40:06,1.0,QUYNH TRAN,2024-11-29 06:26:28,331
412,1470002575934714697,1470002575933856735,d6kVPCuWI0U,L-10004-75-10-0617-3045,Compose your own NPK,0.0,10.0,0.0,10.0,10.0,p2o5,20.0,K2O,40.0,313.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-08 05:32:14,2024-10-18 12:40:06,1.0,QUYNH TRAN,2024-11-29 06:26:28,331
413,1470002575934714241,1470002575933856735,IY9ekF7Q4Q5,L-10004-75-10-0617-3045,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,313.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-08 05:31:57,2024-10-18 12:40:05,1.0,QUYNH TRAN,2024-11-29 06:26:28,331
414,1470002575933472659,1470002575933472203,WbNRb7y3mbC,L-10004-75-10-0617-3765,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,333.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 11:34:09,2024-11-13 03:09:18,1.0,QUYNH TRAN,2024-11-29 06:20:32,58
415,1470002575933473349,1470002575933472203,g5vG4cmql4y,L-10004-75-10-0617-3765,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,206.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-06 11:34:10,2024-11-18 07:56:18,1.0,QUYNH TRAN,2024-11-29 06:20:32,58
416,1470002575941163405,1470002575940201645,CnoFhNzmAv1,L-10004-75-10-0617-4228,Compose your own NPK,0.0,17.0,0.0,17.0,8.0,p2o5,17.0,K2O,42.0,466.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-13 14:07:30,2024-10-18 08:22:47,1.0,QUYNH TRAN,2024-11-29 06:20:02,78
417,1470002575941163633,1470002575940201645,HZG8qImMbj4,L-10004-75-10-0617-4228,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-13 14:07:31,2024-10-18 08:23:07,1.0,QUYNH TRAN,2024-11-29 06:20:02,78
418,1470002575941163861,1470002575940201645,T57rDz8Ozda,L-10004-75-10-0617-4228,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-07-13 14:07:31,2024-10-18 08:23:16,1.0,QUYNH TRAN,2024-11-29 06:20:02,78
419,1470157558594395080,1470157558591900835,lJ64Fv1bJn7,CA0124119,Compose your own NPK,25.0,0.0,0.0,25.0,5.0,p2o5,19.0,K2O,49.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:04,2024-12-03 04:41:38,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
420,1470157558594394850,1470157558591900835,vsrYQNCEnLf,CA0124119,Compose your own NPK,15.0,0.0,0.0,15.0,15.0,p2o5,15.0,K2O,45.0,333.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:04,2024-12-03 04:41:39,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
421,1470157558594394464,1470157558591900835,MY433llnhtH,CA0124119,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,333.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:03,2024-12-03 04:41:34,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
422,1470157558594394234,1470157558591900835,d2IjFtcXzVK,CA0124119,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,333.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:03,2024-12-03 04:41:35,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
423,1470157558594393790,1470157558591900835,EBmGnVsXHgS,CA0124119,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,200.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:02,2024-12-03 04:41:32,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
424,1470157558594338022,1470157558592047230,r9fE875epMT,CA0122015,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,545.45,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 21:39:44,2024-11-21 21:39:44,,QUYNH TRAN,2025-01-09 08:38:59,102
425,1470157558594430791,1470157558591961240,gDTUY5enwWA,CA0122035,Pig manure - 0.7% N,,,,,,,,,,7368.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:30:20,2024-12-03 04:52:02,0.2,QUYNH TRAN,2025-01-09 08:38:33,221
426,1470157558594430414,1470157558591961240,HZg6QTi4oLw,CA0122035,Compose your own NPK,15.0,0.0,0.0,15.0,5.0,p2o5,20.0,K2O,40.0,468.75,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:30:20,2024-11-21 22:30:20,,QUYNH TRAN,2025-01-09 08:38:33,221
427,1470157558594430184,1470157558591961240,QMyuyJTPT4I,CA0122035,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,468.75,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:30:19,2024-11-21 22:30:19,,QUYNH TRAN,2025-01-09 08:38:33,221
428,1470157558594429954,1470157558591961240,irJRX7UpZPW,CA0122035,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,156.25,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:30:19,2024-11-21 22:30:19,,QUYNH TRAN,2025-01-09 08:38:33,221
429,1470157558590886837,1470157558590499083,Ye34SlwkYDM,CA0422131,Compose your own NPK,19.0,0.0,0.0,19.0,19.0,p2o5,19.0,K2O,57.0,1010.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 15:09:29,2024-12-02 11:17:06,0.2,QUYNH TRAN,2025-01-09 08:37:59,103
430,1470157558590886376,1470157558590499083,QhiJgnl7xHI,CA0422131,Compost (zero emissions) - 1% N,,,,,,,,,,758.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 15:09:12,2024-12-02 11:17:04,0.2,QUYNH TRAN,2025-01-09 08:37:59,103
431,1470157558590832769,1470157558590832615,fNM7QTWz0ww,CA1023111,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,750.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:17,2024-12-03 06:03:26,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
432,1470157558590832925,1470157558590832615,VROhkXBhcj1,CA1023111,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,313.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:17,2024-12-03 06:03:17,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
433,1470157558590302112,1470157558589159223,k4eNPhc7qbz,DL0322009,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,526.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:42,2024-12-03 02:44:47,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
434,1470157558590302259,1470157558589159223,EdqY2k6VvaH,DL0322009,Broiler/Turkey litter - 3% N,,,,,,,,,,1053.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:42,2024-12-03 02:44:46,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
435,1470157558590302415,1470157558589159223,Y8o2h1QvHVj,DL0322009,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,526.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 23:48:42,2024-12-03 02:44:46,1.0,QUYNH TRAN,2025-01-09 08:38:12,157
436,1469997855006405768,1469997855006404975,uTE230ehX3V,DL-BMT-CE-2908,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,635.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-06-28 23:56:44,2024-10-17 08:02:14,2.0,HUY NGUYEN,2024-11-29 06:13:59,191
437,1469689325843981066,1469689325843980528,zwIvV6IsDji,DL-BMT-TN-0782,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,1000.0,kg / ha,product,Broadcast,SE Asia 2014,PROD NESCAFE,Vietnam,Nescafe,2024-02-12 05:02:17,2024-02-12 05:02:17,,PROD NESCAFE,2024-02-12 05:02:17,1
438,1469689325843980862,1469689325843980528,jxkWU4BPlEa,DL-BMT-TN-0782,Compose your own NPK,16.0,0.0,0.0,16.0,7.0,p2o5,18.0,K2O,41.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,PROD NESCAFE,Vietnam,Nescafe,2024-02-12 05:02:09,2024-02-12 05:02:09,,PROD NESCAFE,2024-02-12 05:02:09,1
439,1469689325844481015,1469689325844480347,ZsRQGT2i0v8,DL-BMT-TN-0782,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,1000.0,kg / ha,product,Broadcast,SE Asia 2014,PROD NESCAFE,Vietnam,Nescafe,2024-02-15 10:09:17,2024-02-15 10:09:17,,PROD NESCAFE,2024-02-15 10:09:17,1
440,1469689325843981477,1469689325843982000,DYBEniEkr1n,DL-BMT-TN-0621,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,548.0,kg / ha,product,Broadcast,SE Asia 2014,PROD NESCAFE,Vietnam,Nescafe,2024-02-12 05:05:49,2024-02-12 05:05:49,,PROD NESCAFE,2024-02-12 05:05:49,5
441,1469918505929577969,1469918505927707820,fjAA323efBW,DL-CK-ET-743,Compose your own NPK,0.1,0.1,0.1,0.3,0.1,p2o5,20.0,K2O,20.1,250.0,kg / ha,product,Incorporate,S America 2014,PHUONG NGUYEN,Vietnam,Nescafe,2024-05-17 08:37:13,2024-05-17 08:37:13,0.0,PHUONG NGUYEN,2024-05-17 08:37:13,57
442,1470002575931067139,1469997855002494547,vZ1sRNPmTvc,DL-CK-EK-1608,Cattle manure - 0.6% N,,,,,,,,,,8750.0,kg / ha,product,Apply in solution,,GIANG LUONG,Vietnam,Nescafe,2024-07-04 08:35:32,2024-11-12 07:31:46,2.0,GIANG LUONG,2024-12-04 04:35:56,263
443,1470002575931064462,1469997855002494547,iIT6BU7ppfw,DL-CK-EK-1608,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,P,15.0,K,45.0,526.0,kg / ha,product,Apply in solution,SE Asia 2014,GIANG LUONG,Vietnam,Nescafe,2024-07-04 08:33:44,2024-11-12 07:31:14,2.0,GIANG LUONG,2024-12-04 04:35:56,263
444,1470002575931063290,1469997855002494547,tgj4hgeR7pz,DL-CK-EK-1608,Urea - 46% N,,,,,,,,,,375.0,kg / ha,product,Apply in solution,SE Asia 2014,GIANG LUONG,Vietnam,Nescafe,2024-07-04 08:28:47,2024-11-12 07:31:05,2.0,GIANG LUONG,2024-12-04 04:35:56,263
445,1470002575931063136,1469997855002494547,NHT5mnwuKeA,DL-CK-EK-1608,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,250.0,kg / ha,product,Apply in solution,SE Asia 2014,GIANG LUONG,Vietnam,Nescafe,2024-07-04 08:28:35,2024-11-18 07:54:37,2.0,GIANG LUONG,2024-12-04 04:35:56,263
446,1469918505928575310,1469918505928581682,zyRElljEr32,DL-CK-ET-737,Compose your own NPK,16.0,0.1,0.1,16.2,16.0,p2o5,8.0,K2O,40.2,500.0,kg / ha,P2O5,Incorporate,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-05-16 03:00:29,2024-05-16 03:00:46,,QUYNH TRAN,2024-05-16 03:00:46,273
447,1469918505927976645,1469918505927976424,BpYOLuo1OcF,DL-CK-ET-052,Compose your own NPK,30.0,20.0,10.0,60.0,30.0,p2o5,10.0,K2O,70.2,2.0,tonne / ha,product,Incorporate,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-05-15 09:58:00,2024-05-15 09:59:10,,YEN NGUYEN,2024-10-23 09:06:09,101
448,1469997855002385612,1469997855002385465,IAGGoQmJrmD,DL-CK-ET-331,Compound NPK - 15% N / 15% K2O / 15% P2O5 (mixed-acid process),,,,,,,,,,5200.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 03:50:01,2024-06-26 03:50:01,,YEN NGUYEN,2024-11-29 06:29:19,47
449,1469997855002385833,1469997855002385465,c45bW3zWoo6,DL-CK-ET-331,Compose your own NPK,0.0,0.0,20.0,20.0,5.0,p2o5,5.0,K2O,30.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 03:50:01,2024-06-26 03:50:01,,YEN NGUYEN,2024-11-29 06:29:19,47
450,1469997855002386053,1469997855002385465,s8bl5Drf3xp,DL-CK-ET-331,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 03:50:02,2024-06-26 03:50:02,,YEN NGUYEN,2024-11-29 06:29:19,47
451,1469997855002386494,1469997855002385465,wg1XGYSOdJ5,DL-CK-ET-331,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 03:50:02,2024-06-26 03:50:02,,YEN NGUYEN,2024-11-29 06:29:19,47
452,1469997855002386852,1469997855002385465,WJxawrKS3FL,DL-CK-ET-331,Cattle manure - 0.6% N,,,,,,,,,,3000.0,kg / ha,product,Apply in solution,,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 03:50:03,2024-06-26 03:50:03,,YEN NGUYEN,2024-11-29 06:29:19,47
453,1469997855002953576,1469997855002953057,pwMbdiqI25M,DL-CK-ET-331,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,625.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 13:21:37,2024-06-26 13:21:37,,YEN NGUYEN,2024-11-28 03:02:25,47
454,1469997855002953796,1469997855002953057,DtdMmnCYN49,DL-CK-ET-331,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,625.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 13:21:38,2024-06-26 13:21:38,,YEN NGUYEN,2024-11-28 03:02:25,47
455,1469997855002954016,1469997855002953057,vnIaw9jD2tU,DL-CK-ET-331,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-26 13:21:38,2024-06-26 13:21:38,,YEN NGUYEN,2024-11-28 03:02:25,47
456,1470002575931192523,1470002575931192211,xW8NZvVHCys,DL-CK-ET-741,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,450.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 11:59:47,2024-07-04 12:00:00,,YEN NGUYEN,2024-11-29 06:35:00,10
457,1470002575931193212,1470002575931192211,ETk4kPkKp4O,DL-CK-ET-741,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 11:59:48,2024-07-04 12:00:26,,YEN NGUYEN,2024-11-29 06:35:00,10
458,1470002575931193442,1470002575931192211,WdpS7GpcmCI,DL-CK-ET-741,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,800.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 11:59:48,2024-11-11 07:20:57,1.0,YEN NGUYEN,2024-11-29 06:35:00,10
459,1470002575930982789,1470002575930982098,PAEAfPYCAJA,DL-CK-ET-849,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 06:03:00,2024-11-12 04:08:51,1.0,YEN NGUYEN,2024-11-29 06:12:46,228
460,1470002575930982328,1470002575930982098,gXkV6gFTLC3,DL-CK-ET-849,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-04 06:02:59,2024-11-12 04:08:51,1.0,YEN NGUYEN,2024-11-29 06:12:46,228
461,1470002575930363968,1470002575930362830,ePJbSNrmbPV,DL-CK-ET-880,Cattle manure - 0.6% N,,,,,,,,,,26250.0,kg / ha,product,Apply in solution,,YEN NGUYEN,Vietnam,Nescafe,2024-07-03 17:04:09,2024-10-21 07:21:33,1.0,YEN NGUYEN,2024-11-29 06:15:09,104
462,1470002575930363366,1470002575930362830,eH8W3rF24we,DL-CK-ET-880,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-03 17:04:08,2024-10-21 07:21:32,1.0,YEN NGUYEN,2024-11-29 06:15:09,104
463,1469997855005751199,1469997855005748394,DBeiV9KlrWf,DL-CK-EK-1767,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:04:01,2024-06-28 15:04:01,,YEN NGUYEN,2024-11-29 06:18:08,190
464,1469997855005750538,1469997855005748394,fwQAs2FlhEO,DL-CK-EK-1767,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:04:00,2024-06-28 15:04:00,,YEN NGUYEN,2024-11-29 06:18:08,190
465,1469997855005750318,1469997855005748394,w50wucHc8mY,DL-CK-EK-1767,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,347.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:04:00,2024-06-28 15:04:00,,YEN NGUYEN,2024-11-29 06:18:08,190
466,1469997855005749508,1469997855005748394,gx44dkbYI1p,DL-CK-EK-1767,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,150.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:03:59,2024-06-28 15:03:59,,YEN NGUYEN,2024-11-29 06:18:08,190
467,1469997855005749065,1469997855005748394,jHnU7e1ysDA,DL-CK-EK-1767,Ammonium sulphate - 21% N,,,,,,,,,,100.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:03:58,2024-06-28 15:03:58,,YEN NGUYEN,2024-11-29 06:18:08,190
468,1469997855005748694,1469997855005748394,XHLsyDwcpr4,DL-CK-EK-1767,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,0.0,168.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-06-28 15:03:57,2024-06-28 15:03:57,,YEN NGUYEN,2024-11-29 06:18:08,190
469,1470002575931009623,1470002575929976890,yoLsWoGaSuM,DL-CK-ET-398,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-04 07:00:17,2024-07-04 07:00:17,,HAI LE,2024-11-29 06:14:27,194
